,stop_id,difference,actual_time,departure_time,stop_code,stop_name,stop_lat,stop_lon
0,902145,-300,2018-04-01 13:35:00,2020-04-02 13:40:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
1,902145,-480,2018-04-01 17:12:00,2020-04-02 17:20:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
2,902145,-420,2018-04-01 19:13:00,2020-04-02 19:20:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
3,902145,-300,2018-04-01 21:15:00,2020-04-02 21:20:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
4,902145,-300,2018-04-01 22:55:00,2020-04-02 23:00:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
5,902145,60,2018-04-02 00:56:00,2020-04-02 00:55:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
6,902145,120,2018-04-01 06:17:00,2020-04-02 06:15:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
7,902145,180,2018-04-01 14:18:00,2020-04-02 14:15:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
8,902145,-480,2018-04-01 06:12:00,2020-04-02 06:20:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
9,902145,120,2018-04-01 08:37:00,2020-04-02 08:35:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
10,902145,0,2018-04-01 10:35:00,2020-04-02 10:35:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
11,902145,0,2018-04-01 12:35:00,2020-04-02 12:35:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
12,902145,-360,2018-04-01 14:29:00,2020-04-02 14:35:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
13,902145,60,2018-04-01 16:36:00,2020-04-02 16:35:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
14,902145,-300,2018-04-01 18:15:00,2020-04-02 18:20:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
15,902145,-420,2018-04-01 20:13:00,2020-04-02 20:20:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
16,902145,-540,2018-04-01 07:31:00,2020-04-02 07:40:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
17,902145,-420,2018-04-01 11:33:00,2020-04-02 11:40:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
18,902145,-420,2018-04-01 13:33:00,2020-04-02 13:40:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
19,902145,60,2018-04-01 17:56:00,2020-04-02 17:55:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
20,902145,60,2018-04-01 19:56:00,2020-04-02 19:55:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
21,902145,60,2018-04-01 21:56:00,2020-04-02 21:55:00,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,33.823071999999996,-84.36995
